"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","run_index","raw_context_content_data","raw_structure_format_brevity","raw_language_mechanics","raw_originality_comparisons_paraphrase","raw_total","context_content_data","structure_format_brevity","language_mechanics","originality_comparisons_paraphrase","total_score","capped_from","cap_applied","applied_cap_reason","performance_band","is_attempted","synthesised","context_content_data_rationale","structure_format_brevity_rationale","language_mechanics_rationale","originality_comparisons_paraphrase_rationale","context_content_data_evidence","structure_format_brevity_evidence","language_mechanics_evidence","originality_comparisons_paraphrase_evidence","evidence_not_found","frequent_errors","positive_aspects","feedback_summary","model_version","thinking_level","rubric_hash","prompt_hash","timestamp"
"TF_010","SE_06_Q1","SE_06_Q1_0010","6","True_False","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","The student correctly answered 4 out of 5 items. Item (a) is correct (False + valid correction). Item (b) is incorrect because the correction '10 marks out of 20' is factually wrong (should be 10 out of 10). Item (c) is correct (True). Item (d) is correct (False + valid correction). Item (e) is correct (False + valid correction, despite the omission of the word 'told').","This is an item-scored question; structure does not contribute to the mark.","This is an item-scored question; language mechanics do not contribute to the mark independently.","This is an item-scored question; originality does not contribute to the mark.","a) false Correct Answer: Raju thinks he can improve all his subjects. ... c) True. ... d) false Correct answer: Raju plans to give more time to those subjects. ... e) False Correct answer: His father to him not to lose hope.","","","","context_content_data","Factual inaccuracy in correction for item (b)","Accurate identification of True/False status for all items;Correct factual corrections for items (a), (d), and (e)","The student scored 4 out of 5. Items (a), (c), (d), and (e) were marked correct. Item (b) was marked incorrect because, although the student identified the statement as 'False', the provided correction ('10 marks out of 20') contradicts the passage, which states he got 10 out of 10.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3679cb9905b6001b1fa62902f886b86d381e4e2fec3dc82650c81daabce4f7b6","2026-09-17T04:43:47.252699+00:00"
"TF_011","SE_06_Q1","SE_06_Q1_0011","6","True_False","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item (a) is correct: False verdict with correct content in correction. Item (b) is correct: False verdict with correct content in correction. Item (c) is incorrect: student provided both 'False' and 'True', which according to the rubric scores 0. Item (d) is correct: False verdict with correct content in correction. Item (e) is incorrect: student wrote 'True' but the key is 'False'. Total = 1+1+0+1+0 = 3.","Item-scored questions always receive 0 for this criterion.","Item-scored questions always receive 0 for this criterion; mechanics are part of the item correctness check.","Item-scored questions always receive 0 for this criterion.","a) False. C.A: After hear, his mothers advice Raju think he can imper improve. b) False. C.A: He got 10 out of 10 in in Mathematics. c) False. True. d) False. C.A: Raju plans to work hard as he could. e) True.","","","","context_content_data","Contradictory answering (providing both True and False for one item);Incorrect truth value identification","Ability to provide accurate corrections for False statements","The student correctly answered items (a), (b), and (d), providing both the correct 'False' verdict and the necessary factual correction. Item (c) was marked 0 because the student provided two contradictory options ('False. True.'), and item (e) was marked 0 as the verdict 'True' is incorrect according to the passage.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3b894f498fefeebbd4aa05960dcb3f7e79837bca213acbd00a5697bd80272332","2026-09-17T04:47:30.784437+00:00"
"TF_012","SE_06_Q1","SE_06_Q1_0012","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are marked correctly against the answer key. Item (a): Correct False verdict and correction. Item (b): Correct False verdict and correction. Item (c): Correct True verdict. Item (d): Correct False verdict and correction. Item (e): Correct False verdict and correction.","Item-scored questions do not receive marks for structure.","Item-scored questions do not receive marks for mechanics; accuracy of content is the sole criterion.","Item-scored questions do not receive marks for originality.","a. False. (The correct ans:): Rajju can improve his weak subjects. b. False (The correct ans:): He got 10 out of 10 mark Mathematics. c. True d. False (The correct ans:): Rajju plans to work more next time. e. False (The correct ans:): His father gave him hope.","","","","context_content_data","","Perfect accuracy across all items;Consistent provision of corrections for false statements","The candidate correctly answered all items. Items a, b, d, and e were correctly identified as False and accompanied by accurate corrections, and item c was correctly identified as True.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","feda9f5940fd8776350cfdcc52a589db51f3841ff1b2b853909b3cad05bc5982","2026-09-17T04:46:09.122676+00:00"
"TF_013","SE_06_Q1","SE_06_Q1_0013","6","True_False","5","gemma","ai_studio","0","1","0","0","0","1","1","0","0","0","1","1","False","None","Band 1","True","False","Item-by-item evaluation: (a) False without correction = 0; (b) False without correction = 0; (c) True = 1; (d) True instead of False = 0; (e) False without correction = 0. Total = 1.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","c. True","","","","","Failure to provide corrections for False statements;Incorrect factual identification","Correctly identified one True statement","The student correctly identified item (c) as True. However, items (a), (b), and (e) were marked as False without the mandatory corrections required by the prompt, resulting in 0 marks for those items. Item (d) was marked incorrectly as True.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b47944be36fcf511dbcb843add24531760846aeb32068041a0042d84f1c3225e","2026-09-17T04:48:37.535274+00:00"
"TF_014","SE_06_Q1","SE_06_Q1_0014","6","True_False","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item (a) is correct (False + valid correction). Item (b) is incorrect as the correction merely repeats the false statement. Item (c) is correct (True). Item (d) is incorrect (marked True instead of False). Item (e) is correct (False + valid correction).","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","@ False, Raju thinks he improve his (b) weak sub ject. ... (d) True ... (e) False, His father told not to lose hope.","","","","context_content_data","Incomplete/incorrect correction for item (b);Incorrect True/False verdict for item (d)","Accurate identification and correction of the facts in items (a) and (e)","Item (a) marked correct (1); Item (b) marked incorrect due to faulty correction (0); Item (c) marked correct (1); Item (d) marked incorrect (0); Item (e) marked correct (1). Total score: 3/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","88ec9f5e1f1477b232122a28b6450caba447e05dc035e11892a86dec62b5cdcf","2026-09-17T04:59:17.719194+00:00"
"TF_015","SE_06_Q1","SE_06_Q1_0015","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correctly answered according to the key. Item (a) has correct verdict and correction; item (b) has correct verdict and correction; item (c) is correctly marked True; item (d) has correct verdict and correction; item (e) has correct verdict and correction.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a. False. Raju thinks he can do well in weak subjects. b. False. He got 10 out of 10 in Mathematics. c. True. d. False. Raju plans to give more time sing this subjects. e. False. His father told him not to lose hope.","","","","context_content_data","","Perfect factual accuracy;Correct application of the False + Correction requirement","The candidate achieved a perfect score. Items a, b, d, and e were correctly identified as False and provided with accurate corrections; item c was correctly identified as True. Item marks: a=1, b=1, c=1, d=1, e=1. Total: 5/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7d8a3d91e760f0e7c5f934f1549e66adfa54b6e01feb2b29a5cc41b0d5ff4edc","2026-09-17T05:15:29.142572+00:00"
"TF_016","SE_06_Q1","SE_06_Q1_0016","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correct. Items a, b, d, and e are correctly identified as 'False' and accompanied by corrections that accurately reflect the facts in the passage. Item c is correctly identified as 'True'.","Fixed at 0 for item-scored tasks.","Fixed at 0 for item-scored tasks.","Fixed at 0 for item-scored tasks.","a) False (Raja believes that with more praetice he can im prove at his subject) b) False (He got 10 in Mathematics out of 10) c) True d) False (Raja made d plan to give morce time to those subjects) e) False (His father told him not to lose hope)","","","","context_content_data","","100% accuracy in factual retrieval;Correct application of the True/False correction requirement","The candidate answered all items correctly. Item a: Correct (False + correction); Item b: Correct (False + correction); Item c: Correct (True); Item d: Correct (False + correction); Item e: Correct (False + correction).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","71956438f736e572654f0dc80a24b73c4c0da746b6c4cc80b342a8daf3c6c6bf","2026-09-17T05:06:41.766195+00:00"
"TF_017","SE_06_Q1","SE_06_Q1_0017","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly. a: False with correct correction; b: False with correct correction; c: True; d: False with correct correction; e: False with correct correction.","Criterion fixed at 0 for item-scored questions.","Criterion fixed at 0 for item-scored questions.","Criterion fixed at 0 for item-scored questions.","a. False. Raju believers that he can improve all his subjects. b. False. He got marks 10 out 10 in Mathematics. c. True d. False. Raju plans to give more work time next time. e. False. His father told him to not lose hope.","","","","context_content_data","","Perfect accuracy across all items;Correct identification of False statements accompanied by accurate factual corrections","The student achieved full marks. Item (a) is correct (False + correction), item (b) is correct (False + correction), item (c) is correct (True), item (d) is correct (False + correction), and item (e) is correct (False + correction).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","992f989236d8953aa6b6c9869a6e1798f545b65ed6ff622b5fddeb145a76af89","2026-09-17T05:25:21.015361+00:00"
"TF_018","SE_06_Q1","SE_06_Q1_0018","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are answered correctly. For the 'False' statements (a, b, d, e), the candidate provided correct factual corrections based on the passage. Item (c) was correctly identified as 'True'.","This is an item-scored question; structural marks are not applicable.","This is an item-scored question; language mechanics are only considered if they prevent the content from being recoverable. All answers were clearly intelligible.","This is an item-scored question; originality marks are not applicable.","a) False. Ans: He believess that with more practice, he can improve all his subjects b) False. Ans: He got 10 mark out of 10 in mathmatics. c) True d) False. Ans: He belive he that more practice to improve all subjects e) False. Ans: his father told his to not to lose hope.","","","","context_content_data","","Full accuracy on all items;Correct application of the True/False with correction format","The student correctly identified all statements as True or False and provided accurate corrections for every False statement. Items a, b, c, d, and e are all marked correct.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","de629b0610fe5e988fb6fcbc1304fce2b07a7e1a51fd6108ea28a43406028db2","2026-09-17T05:14:52.114249+00:00"
"TF_019","SE_06_Q1","SE_06_Q1_0019","6","True_False","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items are correctly answered. Item (a) is False with a correct correction; item (b) is False with a correct correction; item (c) is True; item (d) is False with a correct correction; item (e) is False with a correct correction.","Not applicable for item-scored questions.","Not applicable for item-scored questions; grammar in corrections does not penalize the mark if the fact is correct.","Not applicable for item-scored questions.","(a) False. (Ans: No, Raju improve to his weak subject). (b) false. (C.Ans: He got 10 marks out of 10 in mathematics). (c) True. (d) false (C.Ans: Raju plans to work harder next time). (e) False (C.Ans: His father told him not to lose hope)","","","","context_content_data","","Perfect accuracy in both verdict and correction;Clear alignment with the answer key","The student achieved full marks. Items (a), (b), (d), and (e) were correctly identified as False and accompanied by accurate factual corrections. Item (c) was correctly identified as True.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1dd0e576da464b974058c8f37711e2e7e8b5deb9964196db0581aa45280229e7","2026-09-17T05:17:41.922991+00:00"
