"run_id","task_id","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"THEME_005__gemma__run1__call0","THEME_005","gemma","ai_studio","gemma-4-31b-it","high","1","0","4264","2266","1571","0.001106","63796","1","200","2026-08-24T21:50:16.297337+00:00"
"THEME_005__gemma__run2__call0","THEME_005","gemma","ai_studio","gemma-4-31b-it","high","2","0","4264","2398","1706","0.001146","75812","4","200","2026-08-24T21:17:43.237296+00:00"
"THEME_006__gemini__run0__call0","THEME_006","gemini","vertex","gemini-3.7-flash","high","0","0","4307","3353","2514","0.009675","22155","1","200","2026-08-24T22:05:44.802752+00:00"
"THEME_006__gemini__run1__call0","THEME_006","gemini","vertex","gemini-3.7-flash","high","1","0","4307","3151","2342","0.00917","20077","1","200","2026-08-24T22:05:46.681704+00:00"
"THEME_006__gemini__run2__call0","THEME_006","gemini","vertex","gemini-3.7-flash","high","2","0","4307","2978","2159","0.008737","19657","1","200","2026-08-24T22:06:04.470883+00:00"
"THEME_006__gemma__run0__call0","THEME_006","gemma","ai_studio","gemma-4-31b-it","high","0","0","4308","2580","1905","0.001205","73063","1","200","2026-08-24T22:06:59.746276+00:00"
"THEME_006__gemma__run1__call0","THEME_006","gemma","ai_studio","gemma-4-31b-it","high","1","0","4308","2013","1329","0.001035","57890","1","200","2026-08-24T22:06:52.839307+00:00"
"THEME_006__gemma__run2__call0","THEME_006","gemma","ai_studio","gemma-4-31b-it","high","2","0","4308","2115","1376","0.001065","59359","1","200","2026-08-24T22:07:03.825947+00:00"
"THEME_007__gemini__run0__call0","THEME_007","gemini","vertex","gemini-3.7-flash","high","0","0","4273","2891","2147","0.008509","17968","1","200","2026-08-24T22:13:57.805132+00:00"
"THEME_007__gemini__run1__call0","THEME_007","gemini","vertex","gemini-3.7-flash","high","1","0","4273","2967","2222","0.008699","19077","1","200","2026-08-24T22:13:59.536826+00:00"
"THEME_007__gemini__run2__call0","THEME_007","gemini","vertex","gemini-3.7-flash","high","2","0","4273","3506","2767","0.010047","23188","1","200","2026-08-24T22:14:21.007874+00:00"
"THEME_007__gemma__run0__call0","THEME_007","gemma","ai_studio","gemma-4-31b-it","high","0","0","4274","2041","1370","0.00104","57750","1","200","2026-08-24T22:14:57.292176+00:00"
"THEME_007__gemma__run1__call0","THEME_007","gemma","ai_studio","gemma-4-31b-it","high","1","0","4274","2198","1462","0.001087","62217","1","200","2026-08-24T22:15:23.229771+00:00"
"THEME_007__gemma__run2__call0","THEME_007","gemma","ai_studio","gemma-4-31b-it","high","2","0","4274","2593","1922","0.001205","73375","1","200","2026-08-24T22:15:40.590367+00:00"
"THEME_008__gemini__run0__call0","THEME_008","gemini","vertex","gemini-3.7-flash","high","0","0","4270","2997","2228","0.008774","18593","1","200","2026-08-24T22:22:52.592049+00:00"
"THEME_008__gemini__run1__call0","THEME_008","gemini","vertex","gemini-3.7-flash","high","1","0","4270","2619","1897","0.007828","18140","1","200","2026-08-24T22:22:57.732044+00:00"
"THEME_008__gemini__run2__call0","THEME_008","gemini","vertex","gemini-3.7-flash","high","2","0","4270","2531","1799","0.007608","16312","1","200","2026-08-24T22:23:04.642098+00:00"
"THEME_008__gemma__run0__call0","THEME_008","gemma","ai_studio","gemma-4-31b-it","high","0","0","4271","2123","1398","0.001064","60422","1","200","2026-08-24T22:23:53.017804+00:00"
"THEME_008__gemma__run1__call0","THEME_008","gemma","ai_studio","gemma-4-31b-it","high","1","0","4271","1843","1172","0.00098","52000","1","200","2026-08-24T22:23:49.731419+00:00"
"THEME_008__gemma__run2__call0","THEME_008","gemma","ai_studio","gemma-4-31b-it","high","2","0","4271","2200","1499","0.001087","61952","1","200","2026-08-24T22:24:06.605747+00:00"
"THEME_009__gemini__run0__call0","THEME_009","gemini","vertex","gemini-3.7-flash","high","0","0","4276","2686","1945","0.007998","21656","1","200","2026-08-24T22:31:52.380606+00:00"
"THEME_009__gemini__run1__call0","THEME_009","gemini","vertex","gemini-3.7-flash","high","1","0","4276","2815","2036","0.00832","19375","1","200","2026-08-24T22:31:57.230790+00:00"
"THEME_009__gemini__run2__call0","THEME_009","gemini","vertex","gemini-3.7-flash","high","2","0","4276","2560","1798","0.007683","17219","1","200","2026-08-24T22:32:04.513188+00:00"
"THEME_009__gemma__run0__call0","THEME_009","gemma","ai_studio","gemma-4-31b-it","high","0","0","4277","2198","1488","0.001087","61780","1","200","2026-08-24T22:32:54.180809+00:00"
"THEME_009__gemma__run1__call0","THEME_009","gemma","ai_studio","gemma-4-31b-it","high","1","0","4277","2312","1607","0.001121","65032","1","200","2026-08-24T22:33:02.263768+00:00"
"THEME_009__gemma__run2__call0","THEME_009","gemma","ai_studio","gemma-4-31b-it","high","2","0","4277","1733","1020","0.000948","49140","1","200","2026-08-24T22:32:53.659677+00:00"
"THEME_012__gemini__run0__call0","THEME_012","gemini","vertex","gemini-3.7-flash","high","0","0","4290","3096","2267","0.009027","44547","1","200","2026-08-24T23:19:53.787413+00:00"
"THEME_012__gemini__run1__call0","THEME_012","gemini","vertex","gemini-3.7-flash","high","1","0","4290","3049","2276","0.00891","18141","1","200","2026-08-24T23:19:36.324258+00:00"
"THEME_012__gemini__run2__call0","THEME_012","gemini","vertex","gemini-3.7-flash","high","2","0","4290","2934","2095","0.008622","23405","1","200","2026-08-24T23:19:59.742102+00:00"
"THEME_012__gemma__run0__call0","THEME_012","gemma","ai_studio","gemma-4-31b-it","high","0","0","4291","2313","1653","0.001123","65562","1","200","2026-08-24T23:20:55.931589+00:00"
"THEME_012__gemma__run1__call0","THEME_012","gemma","ai_studio","gemma-4-31b-it","high","1","0","4291","2399","1691","0.001149","68250","1","200","2026-08-24T23:21:02.046588+00:00"
"THEME_012__gemma__run2__call0","THEME_012","gemma","ai_studio","gemma-4-31b-it","high","2","0","4291","2079","1396","0.001053","59733","1","200","2026-08-24T23:20:59.486320+00:00"
"THEME_013__gemini__run0__call0","THEME_013","gemini","vertex","gemini-3.7-flash","high","0","0","4281","4387","3544","0.012252","26077","1","200","2026-08-24T23:29:06.903423+00:00"
"THEME_013__gemini__run1__call0","THEME_013","gemini","vertex","gemini-3.7-flash","high","1","0","4281","4406","3587","0.012299","24358","1","200","2026-08-24T23:29:07.560150+00:00"
"THEME_013__gemini__run2__call0","THEME_013","gemini","vertex","gemini-3.7-flash","high","2","0","4281","3302","2513","0.009539","20625","1","200","2026-08-24T23:29:14.855647+00:00"
"THEME_013__gemma__run0__call0","THEME_013","gemma","ai_studio","gemma-4-31b-it","high","0","0","4282","2337","1609","0.001129","66562","1","200","2026-08-24T23:30:13.479980+00:00"
"THEME_013__gemma__run1__call0","THEME_013","gemma","ai_studio","gemma-4-31b-it","high","1","0","4282","1558","824","0.000896","45172","1","200","2026-08-24T23:29:52.745226+00:00"
"THEME_013__gemma__run2__call0","THEME_013","gemma","ai_studio","gemma-4-31b-it","high","2","0","4282","2411","1685","0.001151","67859","1","200","2026-08-24T23:30:22.722533+00:00"
"THEME_014__gemini__run0__call0","THEME_014","gemini","vertex","gemini-3.7-flash","high","0","0","4290","2946","2191","0.008652","18452","1","200","2026-08-24T23:37:44.478588+00:00"
"THEME_014__gemini__run1__call0","THEME_014","gemini","vertex","gemini-3.7-flash","high","1","0","4290","2842","2054","0.008392","18093","1","200","2026-08-24T23:37:50.678230+00:00"
"THEME_014__gemini__run2__call0","THEME_014","gemini","vertex","gemini-3.7-flash","high","2","0","4290","3253","2469","0.009419","18109","1","200","2026-08-24T23:38:02.589707+00:00"
"THEME_014__gemma__run0__call0","THEME_014","gemma","ai_studio","gemma-4-31b-it","high","0","0","4291","1748","1056","0.000953","49813","1","200","2026-08-24T23:38:40.506282+00:00"
"THEME_014__gemma__run1__call0","THEME_014","gemma","ai_studio","gemma-4-31b-it","high","1","0","4291","2034","1326","0.001039","57125","1","200","2026-08-24T23:38:53.118602+00:00"
"THEME_014__gemma__run2__call0","THEME_014","gemma","ai_studio","gemma-4-31b-it","high","2","0","4291","2127","1435","0.001067","59265","1","200","2026-08-24T23:39:01.860522+00:00"
"THEME_015__gemini__run0__call0","THEME_015","gemini","vertex","gemini-3.7-flash","high","0","0","4286","3189","2419","0.009258","27250","2","200","2026-08-24T23:47:58.968145+00:00"
"THEME_015__gemini__run1__call0","THEME_015","gemini","vertex","gemini-3.7-flash","high","1","0","4286","3888","3059","0.011006","24250","1","200","2026-08-24T23:48:00.351957+00:00"
"THEME_015__gemini__run2__call0","THEME_015","gemini","vertex","gemini-3.7-flash","high","2","0","4286","2977","2194","0.008728","26202","2","200","2026-08-24T23:48:17.503769+00:00"
"THEME_015__gemma__run0__call0","THEME_015","gemma","ai_studio","gemma-4-31b-it","high","0","0","4287","2081","1308","0.001053","58422","1","200","2026-08-24T23:48:57.410284+00:00"
"THEME_015__gemma__run1__call0","THEME_015","gemma","ai_studio","gemma-4-31b-it","high","1","0","4287","2416","1687","0.001154","67500","1","200","2026-08-24T23:49:07.862235+00:00"
"THEME_015__gemma__run2__call0","THEME_015","gemma","ai_studio","gemma-4-31b-it","high","2","0","4287","1767","1047","0.000959","50546","1","200","2026-08-24T23:49:08.057207+00:00"
"THEME_016__gemini__run0__call0","THEME_016","gemini","vertex","gemini-3.7-flash","high","0","0","4278","2871","2105","0.008461","29030","1","200","2026-08-24T23:56:54.938575+00:00"
"THEME_016__gemini__run1__call0","THEME_016","gemini","vertex","gemini-3.7-flash","high","1","0","4278","2706","1979","0.008048","17906","1","200","2026-08-24T23:57:02.961698+00:00"
"THEME_016__gemini__run2__call0","THEME_016","gemini","vertex","gemini-3.7-flash","high","2","0","4278","3347","2617","0.009651","25016","1","200","2026-08-24T23:57:19.958336+00:00"
"THEME_016__gemma__run0__call0","THEME_016","gemma","ai_studio","gemma-4-31b-it","high","0","0","4279","1630","958","0.000917","46375","1","200","2026-08-24T23:57:41.948194+00:00"
"THEME_016__gemma__run1__call0","THEME_016","gemma","ai_studio","gemma-4-31b-it","high","1","0","4279","2910","2199","0.001301","81547","1","200","2026-08-24T23:58:24.534674+00:00"
"THEME_016__gemma__run2__call0","THEME_016","gemma","ai_studio","gemma-4-31b-it","high","2","0","4279","2341","1652","0.00113","65827","1","200","2026-08-24T23:58:25.778577+00:00"
"THEME_017__gemini__run0__call0","THEME_017","gemini","vertex","gemini-3.7-flash","high","0","0","4285","2900","2083","0.008535","30718","2","200","2026-08-25T00:06:57.922866+00:00"
"THEME_017__gemini__run1__call0","THEME_017","gemini","vertex","gemini-3.7-flash","high","1","0","4285","2793","2021","0.008268","29422","1","200","2026-08-25T00:07:00.591558+00:00"
"THEME_017__gemini__run2__call0","THEME_017","gemini","vertex","gemini-3.7-flash","high","2","0","4285","3378","2599","0.00973","55563","3","200","2026-08-25T00:07:31.499776+00:00"
"THEME_017__gemma__run0__call0","THEME_017","gemma","ai_studio","gemma-4-31b-it","high","0","0","4286","2499","1763","0.001178","72281","1","200","2026-08-25T00:08:10.207185+00:00"
"THEME_017__gemma__run1__call0","THEME_017","gemma","ai_studio","gemma-4-31b-it","high","1","0","4286","2129","1392","0.001067","60577","1","200","2026-08-25T00:08:01.190917+00:00"
"THEME_017__gemma__run2__call0","THEME_017","gemma","ai_studio","gemma-4-31b-it","high","2","0","4286","2380","1676","0.001143","66561","1","200","2026-08-25T00:08:38.067334+00:00"
"THEME_018__gemini__run0__call0","THEME_018","gemini","vertex","gemini-3.7-flash","high","0","0","4293","3238","2425","0.009383","20625","1","200","2026-08-25T00:16:24.747271+00:00"
"THEME_018__gemini__run1__call0","THEME_018","gemini","vertex","gemini-3.7-flash","high","1","0","4293","2721","1961","0.00809","18702","1","200","2026-08-25T00:16:43.447694+00:00"
"THEME_018__gemini__run2__call0","THEME_018","gemini","vertex","gemini-3.7-flash","high","2","0","4293","2474","1694","0.007473","16358","1","200","2026-08-25T00:16:59.806748+00:00"
"THEME_018__gemma__run0__call0","THEME_018","gemma","ai_studio","gemma-4-31b-it","high","0","0","4294","2116","1389","0.001064","59187","1","200","2026-08-25T00:17:52.263815+00:00"
"THEME_018__gemma__run1__call0","THEME_018","gemma","ai_studio","gemma-4-31b-it","high","1","0","4294","2140","1409","0.001071","59516","1","200","2026-08-25T00:17:59.321291+00:00"
"THEME_018__gemma__run2__call0","THEME_018","gemma","ai_studio","gemma-4-31b-it","high","2","0","4294","1981","1268","0.001024","56609","1","200","2026-08-25T00:18:09.836833+00:00"
"THEME_019__gemini__run0__call0","THEME_019","gemini","vertex","gemini-3.7-flash","high","0","0","4306","2447","1660","0.007409","59750","1","200","2026-08-25T00:27:52.938062+00:00"
"THEME_019__gemini__run1__call0","THEME_019","gemini","vertex","gemini-3.7-flash","high","1","0","4306","3233","2395","0.009374","21077","1","200","2026-08-25T00:27:15.919080+00:00"
"THEME_019__gemini__run2__call0","THEME_019","gemini","vertex","gemini-3.7-flash","high","2","0","4306","2931","2062","0.008619","19109","1","200","2026-08-25T00:27:15.127833+00:00"
"THEME_019__gemma__run0__call0","THEME_019","gemma","ai_studio","gemma-4-31b-it","high","0","0","4307","2270","1526","0.001112","63827","1","200","2026-08-25T00:28:18.961653+00:00"
"THEME_019__gemma__run1__call0","THEME_019","gemma","ai_studio","gemma-4-31b-it","high","1","0","4307","2200","1466","0.001091","61578","1","200","2026-08-25T00:28:17.507262+00:00"
"THEME_019__gemma__run2__call0","THEME_019","gemma","ai_studio","gemma-4-31b-it","high","2","0","4307","2278","1524","0.001114","64672","1","200","2026-08-25T00:28:57.624396+00:00"
"THEME_020__gemini__run0__call0","THEME_020","gemini","vertex","gemini-3.7-flash","high","0","0","4275","2740","1865","0.008132","42562","1","200","2026-08-25T00:36:58.728002+00:00"
"THEME_020__gemini__run1__call0","THEME_020","gemini","vertex","gemini-3.7-flash","high","1","0","4275","2981","2172","0.008735","39952","1","200","2026-08-25T00:36:57.803698+00:00"
"THEME_020__gemini__run2__call0","THEME_020","gemini","vertex","gemini-3.7-flash","high","2","0","4275","3112","2319","0.009063","24672","1","200","2026-08-25T00:37:14.462347+00:00"
"THEME_020__gemma__run0__call0","THEME_020","gemma","ai_studio","gemma-4-31b-it","high","0","0","4276","3378","2666","0.001441","94687","1","200","2026-08-25T00:38:32.481758+00:00"
"THEME_020__gemma__run1__call0","THEME_020","gemma","ai_studio","gemma-4-31b-it","high","1","0","4276","2248","1550","0.001102","63109","1","200","2026-08-25T00:38:01.856221+00:00"
"THEME_020__gemma__run2__call0","THEME_020","gemma","ai_studio","gemma-4-31b-it","high","2","0","4276","2055","1352","0.001044","57891","1","200","2026-08-25T00:38:12.378386+00:00"
